new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
0,1,1,1,0,1,512,1,337.4748
1,1,1,0,1,0,512,5,337.4748
0,2,1,1,0,0,2048,9,337.4748
1,1,1,0,1,0,512,5,337.4748
0,2,1,0,0,1,1024,0,337.4748
0,2,1,0,0,1,2048,1,166.9488
1,2,2,1,0,0,1024,5,164.644
0,1,1,1,0,0,512,0,337.4748
0,2,2,2,0,1,512,9,165.1012
0,1,1,0,0,1,512,1,337.4748
1,2,2,0,0,1,512,9,164.4074
0,1,2,0,0,0,512,9,337.4748
0,1,1,2,1,0,1024,9,337.4748
0,1,2,2,0,0,512,9,337.4748
0,2,2,2,1,1,2048,9,165.8712
0,0,1,2,0,0,2048,5,337.4748
1,0,1,0,0,0,2048,9,337.4748
1,2,1,1,1,1,2048,1,337.4748
0,2,1,0,0,0,512,9,167.8128
0,2,1,1,1,1,512,5,337.4748
1,2,2,0,1,0,1024,5,165.5152
0,2,2,2,0,1,4096,1,164.1336
0,2,2,0,1,1,2048,5,165.4042
0,1,1,1,0,1,512,5,337.4748
0,2,2,0,1,0,1024,1,165.2514
0,0,1,1,1,0,512,0,337.4748
1,2,1,0,1,1,2048,0,337.4748
1,2,2,0,1,0,1024,0,337.4748
0,1,1,0,0,1,512,0,32.3318
1,2,2,2,0,1,2048,5,164.538
0,1,2,1,1,1,2048,9,337.4748
1,2,1,1,0,1,1024,1,337.4748
1,2,2,1,0,0,2048,0,337.4748
1,0,2,2,0,1,4096,1,337.4748
0,0,2,0,0,1,1024,0,163.366
1,2,2,0,0,1,1024,0,337.4748
0,2,1,1,1,0,4096,1,337.4748
1,2,2,1,0,0,2048,5,167.3888
1,0,1,2,0,1,512,9,337.4748
0,1,2,2,0,0,1024,9,337.4748
0,2,2,2,0,1,2048,1,164.6412
1,0,1,2,0,0,512,0,337.4748
0,2,2,1,0,0,2048,1,166.8784
1,0,1,2,0,1,4096,9,337.4748
0,0,2,2,0,1,2048,0,165.5768
0,2,2,2,1,1,1024,5,165.17
1,1,2,1,1,0,4096,0,32.9028
0,1,2,2,0,1,1024,5,337.4748
1,0,2,0,1,0,1024,0,164.829
0,1,2,0,0,1,2048,0,32.1222
1,1,2,2,1,1,4096,5,337.4748
1,1,1,1,1,1,512,0,337.4748
0,2,2,0,1,0,2048,5,163.467
0,1,2,1,0,0,4096,5,337.4748
0,1,1,1,1,1,512,9,337.4748
1,2,2,0,0,0,4096,1,166.5774
1,0,1,2,1,1,4096,9,337.4748
0,1,2,0,0,1,1024,9,337.4748
1,2,2,2,1,1,4096,9,165.6936
0,2,2,0,1,1,4096,5,165.733
0,0,1,0,1,1,512,5,337.4748
0,1,1,1,1,0,1024,9,337.4748
1,0,1,0,0,0,512,9,337.4748
0,1,2,0,1,0,1024,9,337.4748
1,0,2,2,1,1,512,0,166.1112
0,2,2,1,1,0,1024,5,166.7586
1,1,1,1,1,0,512,0,337.4748
1,0,1,0,0,1,512,1,337.4748
0,2,1,0,0,1,4096,9,167.0496
0,2,2,1,1,0,1024,1,166.458
1,0,1,1,1,0,2048,5,337.4748
0,2,2,1,0,1,4096,9,165.0568
1,1,2,0,1,1,4096,9,337.4748
0,2,1,1,1,1,2048,1,337.4748
0,2,1,1,1,1,2048,1,337.4748
1,0,2,0,1,1,1024,9,337.4748
0,1,2,1,1,1,2048,9,337.4748
0,0,2,0,0,1,4096,1,337.4748
0,2,2,1,0,0,2048,5,167.7276
0,0,2,2,0,0,2048,9,337.4748
0,2,2,1,0,0,4096,1,166.6604
1,0,1,1,0,0,1024,1,337.4748
1,0,2,1,0,1,512,9,337.4748
1,0,2,0,0,0,512,5,337.4748
0,0,1,2,1,1,512,9,337.4748
0,1,2,2,0,1,512,9,337.4748
1,1,1,2,0,1,2048,1,337.4748
1,0,2,1,0,1,1024,1,337.4748
0,1,1,0,1,1,512,5,337.4748
0,2,2,2,1,1,1024,9,164.6752
1,0,1,1,1,1,1024,0,337.4748
0,2,1,0,0,1,2048,9,166.8372
0,1,2,1,0,0,1024,5,337.4748
1,2,2,1,0,1,4096,9,165.2772
0,1,1,0,0,0,4096,1,337.4748
1,2,2,0,0,1,2048,1,164.6884
0,0,1,0,1,1,512,1,337.4748
1,2,2,2,0,0,4096,1,167.5774
0,1,2,0,1,1,4096,9,337.4748
1,1,2,0,0,1,4096,9,337.4748
0,0,2,1,0,0,4096,1,337.4748
0,2,1,0,0,1,1024,1,166.278
1,0,2,1,1,0,512,5,337.4748
1,0,2,1,1,0,2048,5,337.4748
1,2,1,2,0,1,4096,0,337.4748
0,2,2,0,0,1,1024,5,164.4738
0,0,1,2,0,1,4096,5,337.4748
1,2,2,0,1,0,2048,5,165.683
1,1,1,1,0,1,2048,5,337.4748
1,1,1,2,1,1,1024,0,337.4748
1,2,2,2,1,1,512,0,337.4748
1,2,2,1,0,1,2048,0,337.4748
1,2,2,0,0,0,2048,9,165.0488
0,0,2,1,1,0,4096,5,337.4748
1,0,1,2,1,0,4096,0,337.4748
1,1,1,1,0,1,2048,9,337.4748
0,2,1,1,0,1,512,5,337.4748
0,2,2,2,1,1,4096,0,337.4748
0,1,1,2,1,0,2048,9,337.4748
1,1,2,0,0,0,1024,0,31.2326
0,1,2,1,0,1,512,0,31.4648
1,2,1,0,0,0,1024,9,166.3772
1,0,1,0,1,1,4096,9,337.4748
0,2,1,0,1,1,2048,0,337.4748
0,1,1,1,1,1,1024,0,337.4748
1,0,1,0,1,0,1024,5,337.4748
1,2,2,0,1,0,2048,0,337.4748
0,0,2,0,1,1,4096,1,337.4748
1,2,1,1,0,1,1024,1,337.4748
0,2,1,1,1,0,2048,9,337.4748
1,0,1,2,1,0,1024,9,337.4748
0,0,1,2,0,1,4096,0,337.4748
0,2,1,1,0,1,4096,5,337.4748
0,2,1,0,0,1,1024,0,337.4748
0,0,2,2,0,0,512,0,161.9756
1,2,1,2,0,0,512,9,337.4748
1,2,1,1,1,1,2048,1,337.4748
0,2,1,0,1,0,4096,9,165.8646
1,0,2,0,0,1,2048,1,337.4748
0,2,1,2,1,1,2048,5,337.4748
0,2,2,2,1,1,512,9,164.4566
1,0,1,1,1,0,512,1,337.4748
1,1,2,0,0,1,2048,5,337.4748
1,1,2,1,1,0,512,5,337.4748
0,0,1,0,0,1,4096,1,337.4748
1,0,2,1,1,0,1024,1,337.4748
1,1,1,0,1,0,512,1,337.4748
1,0,2,1,0,0,512,5,337.4748
1,1,1,2,1,0,4096,0,337.4748
0,1,1,1,1,1,1024,5,337.4748
1,0,2,1,1,0,4096,9,337.4748
1,1,1,2,0,1,1024,0,337.4748
0,0,1,2,1,0,512,5,337.4748
0,0,2,0,0,1,2048,0,166.7804
0,2,2,1,1,0,1024,5,166.7586
1,0,1,2,0,0,4096,0,337.4748
1,0,2,2,0,0,1024,5,337.4748
0,2,1,2,0,0,512,1,337.4748
0,0,2,1,1,0,4096,9,337.4748
0,0,2,0,1,0,1024,9,337.4748
0,1,2,2,1,0,2048,5,337.4748
0,0,2,0,0,0,512,1,337.4748
1,0,2,0,0,0,512,9,337.4748
1,1,1,2,1,0,2048,5,337.4748
0,1,2,0,1,0,1024,5,337.4748
0,2,1,1,1,0,1024,0,337.4748
0,1,1,0,1,0,4096,9,337.4748
0,1,1,2,0,0,1024,9,337.4748
0,0,2,0,1,0,2048,5,337.4748
1,0,1,1,1,0,2048,1,337.4748
1,0,2,2,1,1,1024,0,165.9748
1,1,2,0,0,0,512,5,337.4748
0,0,2,2,1,1,512,1,337.4748
0,0,2,2,1,1,1024,5,337.4748
1,0,1,2,1,0,512,9,337.4748
0,0,2,2,1,1,1024,9,337.4748
0,2,1,1,1,0,4096,1,337.4748
1,0,1,1,1,1,1024,0,337.4748
0,2,1,1,1,1,2048,9,337.4748
1,0,2,2,1,0,2048,0,165.18
0,0,1,0,1,1,512,0,166.3636
1,1,2,1,1,0,2048,1,337.4748
1,0,1,1,1,0,2048,1,337.4748
0,1,2,1,0,1,2048,0,32.4956
0,0,1,1,0,0,512,9,337.4748
1,1,1,1,0,1,2048,0,337.4748
0,2,1,1,1,1,1024,0,337.4748
0,0,1,0,0,1,512,9,337.4748
1,0,1,0,1,1,4096,9,337.4748
0,1,2,2,1,1,1024,9,337.4748
1,0,1,0,0,0,2048,5,337.4748
1,1,2,1,1,1,4096,0,33.3514
0,2,2,1,1,1,1024,9,165.3228
1,2,1,1,1,0,4096,0,337.4748
1,0,1,1,0,0,512,9,337.4748
0,0,2,2,0,1,2048,9,337.4748
0,2,1,2,1,0,512,9,337.4748
1,1,1,0,0,1,1024,9,337.4748
1,0,1,1,1,1,1024,5,337.4748
1,0,1,2,0,1,4096,5,337.4748
0,0,2,1,1,1,4096,9,337.4748
0,2,2,1,0,1,512,0,337.4748
0,0,1,0,1,1,512,1,337.4748
1,0,1,2,0,1,4096,0,337.4748
1,1,1,2,1,0,1024,5,337.4748
1,2,2,0,1,0,512,9,165.5104
1,0,2,1,1,1,4096,0,167.7684
1,0,1,1,0,0,4096,5,337.4748
0,1,2,2,0,1,1024,1,337.4748
1,1,1,0,1,1,2048,0,32.7488
0,2,1,1,1,1,2048,5,337.4748
1,2,1,1,0,1,512,5,337.4748
0,1,1,1,1,1,512,1,337.4748
0,1,2,2,1,1,2048,1,337.4748
0,1,2,2,0,0,512,5,337.4748
1,2,1,0,0,0,512,0,337.4748
1,1,2,2,1,1,512,1,337.4748
0,0,1,0,1,1,1024,0,166.6634
0,0,2,0,0,0,512,5,337.4748
0,1,2,0,0,1,2048,0,32.1222
1,0,1,0,0,1,2048,9,337.4748
1,0,2,2,0,0,512,1,337.4748
1,0,1,2,0,0,1024,9,337.4748
1,1,2,0,0,0,512,0,31.6822
1,1,2,2,1,0,4096,9,337.4748
1,0,2,1,1,1,1024,0,165.3652
1,1,1,2,1,0,1024,1,337.4748
0,1,1,0,0,0,512,1,337.4748
1,2,2,1,1,1,2048,1,166.4988
1,1,2,2,0,1,4096,0,32.3962
1,2,1,1,1,1,512,9,337.4748
0,0,2,1,0,0,2048,5,337.4748
0,1,2,0,0,0,512,1,337.4748
1,0,1,0,0,0,512,1,337.4748
1,2,2,0,1,1,512,0,337.4748
0,1,1,0,1,0,4096,0,32.237
1,0,2,2,1,0,4096,0,167.6958
0,0,2,1,1,1,512,0,167.0262
0,2,1,2,1,1,512,9,337.4748
0,0,1,2,0,0,4096,5,337.4748
1,1,1,0,0,0,2048,1,337.4748
0,1,1,1,0,0,4096,1,337.4748
1,1,2,1,1,0,4096,5,337.4748
1,0,1,1,0,0,4096,1,337.4748
0,2,2,0,0,0,1024,1,165.1946
1,2,2,1,0,0,4096,0,337.4748
0,2,1,0,0,0,512,9,167.8128
1,2,2,0,1,0,2048,9,164.9432
1,2,2,1,0,0,1024,0,337.4748
1,2,1,0,0,0,4096,9,167.0804
0,2,2,1,1,0,2048,0,337.4748
0,2,1,0,1,1,4096,1,167.3416
0,0,1,0,1,0,2048,1,337.4748
1,0,2,0,0,0,4096,9,337.4748
1,1,1,0,1,0,2048,0,32.39
1,2,2,1,0,0,1024,9,164.8816
1,1,1,0,0,1,2048,1,337.4748
0,2,1,2,0,0,4096,5,337.4748
0,0,1,1,1,1,512,9,337.4748
1,2,2,1,1,0,4096,5,165.3856
1,2,2,2,1,1,4096,5,164.498
0,2,2,2,1,1,512,9,164.4566
0,2,1,0,1,0,512,0,337.4748
0,2,2,1,0,0,4096,9,165.1006
0,1,1,0,1,0,2048,0,32.0884
1,2,2,1,0,1,1024,5,167.1158
1,1,1,0,0,0,2048,0,32.4476
0,1,1,0,0,1,512,1,337.4748
1,1,2,0,1,1,512,9,337.4748
1,1,1,1,1,0,1024,9,337.4748
0,2,1,1,1,1,1024,1,337.4748
1,2,1,2,1,0,4096,0,337.4748
1,0,2,0,0,1,4096,0,163.7542
0,1,2,2,0,0,4096,5,337.4748
1,2,1,2,1,0,2048,0,337.4748
0,2,2,1,0,0,1024,0,337.4748
1,2,2,0,1,0,4096,0,337.4748
1,0,1,0,1,0,1024,1,337.4748
0,1,1,2,0,0,1024,9,337.4748
1,2,2,2,0,0,1024,5,166.319
0,1,1,2,0,0,1024,1,337.4748
1,2,1,1,0,0,512,1,337.4748
1,2,2,2,0,0,512,9,166.0612
0,2,1,2,1,0,1024,5,337.4748
0,2,1,2,1,0,512,5,337.4748
1,0,1,0,0,1,4096,1,337.4748
0,0,2,0,1,1,512,1,337.4748
1,1,1,1,1,1,1024,9,337.4748
0,0,2,1,1,0,512,9,337.4748
0,2,1,1,1,0,1024,5,337.4748
0,2,1,2,0,0,512,0,337.4748
1,2,1,2,0,1,1024,9,337.4748
1,1,2,0,1,0,4096,5,337.4748
1,2,1,2,1,0,2048,9,337.4748
0,0,2,1,1,0,512,0,165.6874
0,1,1,1,1,1,1024,1,337.4748
0,0,2,1,0,1,512,5,337.4748
0,2,2,2,1,0,4096,0,337.4748
1,2,1,0,0,0,512,5,166.6294
1,1,2,2,0,0,4096,5,337.4748
0,2,1,2,0,0,2048,0,337.4748
1,0,2,2,1,0,1024,0,164.9386
0,2,1,1,1,0,4096,0,337.4748
0,0,1,2,1,1,4096,0,337.4748
1,2,2,2,0,1,512,5,163.6538
0,2,1,2,0,1,1024,9,337.4748
1,2,1,2,1,1,1024,1,337.4748
0,2,2,2,1,1,2048,9,165.8712
0,2,2,1,0,1,2048,0,337.4748
0,1,2,2,0,1,1024,0,31.926
0,0,2,2,1,0,512,5,337.4748
1,0,1,1,1,0,512,9,337.4748
1,2,2,0,1,0,4096,0,337.4748
1,1,2,0,0,1,4096,0,32.6992
1,1,1,1,1,1,1024,0,337.4748
0,1,2,1,1,0,2048,9,337.4748
1,0,2,2,0,0,1024,1,337.4748
0,1,2,1,0,1,512,5,337.4748
1,1,1,1,0,0,2048,5,337.4748
0,0,1,2,0,0,2048,1,337.4748
0,2,1,0,0,0,512,0,337.4748
1,2,2,1,0,0,4096,5,165.547
1,1,2,2,0,0,4096,1,337.4748
0,2,1,2,0,0,2048,0,337.4748
1,1,1,1,1,0,1024,0,337.4748
1,2,2,2,0,1,512,1,164.258
1,2,1,2,1,1,4096,1,337.4748
0,1,1,1,0,1,2048,9,337.4748
0,0,2,2,1,0,512,9,337.4748
0,0,2,0,1,0,1024,5,337.4748
1,0,2,0,0,1,1024,0,164.7058
1,0,1,1,1,1,1024,9,337.4748
1,0,2,1,0,0,4096,5,337.4748
1,2,1,1,1,1,512,1,337.4748
1,1,2,2,1,1,1024,1,337.4748
0,1,1,1,1,1,512,5,337.4748
1,1,2,2,1,0,4096,0,31.862
1,2,1,2,0,1,1024,5,337.4748
0,2,2,1,0,0,4096,9,165.1006
1,0,2,2,0,1,4096,9,337.4748
0,0,2,1,0,1,1024,0,165.681
0,1,2,1,0,1,512,0,31.4648
0,1,2,1,0,0,512,0,30.7448
0,1,2,0,0,0,2048,0,31.6514
1,1,2,1,1,0,1024,5,337.4748
0,1,2,0,0,1,2048,1,337.4748
1,1,2,1,1,1,2048,5,337.4748
1,2,2,2,1,1,4096,0,337.4748
1,1,2,0,0,0,2048,9,337.4748
