new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
5,0,1,1,1,90,1024,6,47579.4
3,1,1,1,1,20,4,2,12847.4
3,1,1,0,0,70,128,6,10847.4
4,0,0,1,0,70,2,2,35797.0
2,0,0,0,0,100,64,0,4648.2
4,1,0,0,1,10,256,8,46677.0
5,1,0,0,1,20,2,4,9125.6
2,0,0,1,0,100,1024,2,17740.4
4,1,1,1,0,80,512,4,43455.0
1,0,1,0,1,10,2,8,80178.2
1,0,1,0,0,30,1024,0,17696.2
3,1,0,1,1,40,4096,10,48805.0
2,0,0,0,1,40,4,0,5527.0
2,0,0,0,0,40,2,4,12811.2
3,0,0,0,1,70,4096,10,48398.0
5,1,1,1,0,100,4,2,9132.4
2,0,0,1,1,30,1,2,17636.6
4,0,0,0,1,10,16,6,21488.8
1,0,0,1,1,50,128,10,102998.8
5,1,1,0,1,90,2048,4,9187.2
3,1,0,1,0,70,256,2,12205.0
5,0,0,0,0,100,2048,0,9150.0
1,0,0,0,1,40,512,10,101473.2
2,0,1,0,0,20,2048,8,101280.6
1,0,1,1,0,100,4,6,103077.4
3,1,0,1,1,60,1024,0,12080.0
4,0,0,1,1,50,4096,8,124825.6
3,1,0,1,0,90,2048,2,12068.0
2,1,0,0,1,70,2,8,80451.4
3,1,1,1,1,10,1,6,18419.6
5,1,0,0,1,50,64,2,9129.2
5,1,0,0,0,20,1024,8,121733.8
2,0,1,1,0,30,8,10,109448.2
2,1,1,1,1,0,128,2,17842.4
3,0,1,0,1,80,1,0,14195.2
5,0,1,1,1,80,1024,4,9177.8
5,0,0,0,0,50,16,10,298746.8
5,1,0,0,0,80,128,8,121161.6
4,1,1,1,1,80,32,0,35954.2
1,0,1,0,1,50,2048,8,101222.0
4,0,1,1,0,20,2048,10,414724.4
5,1,1,1,1,60,32,6,48005.4
3,1,1,0,0,100,256,4,12115.2
1,0,1,0,1,50,512,4,11824.6
1,0,1,1,0,100,128,0,17725.2
3,1,1,1,0,10,2048,6,11805.0
5,1,0,1,1,100,1,8,121528.6
3,0,0,0,0,70,512,2,12143.8
5,0,0,1,0,90,2,8,121360.6
1,0,1,0,1,80,4096,0,17713.2
2,1,1,1,0,70,512,4,11860.0
3,0,0,1,0,0,32,10,48001.8
2,0,0,1,0,30,4096,10,103419.2
1,1,0,1,0,40,128,2,17910.4
1,1,1,1,0,70,512,10,103117.6
1,0,1,1,0,40,4,8,113891.4
3,1,0,0,0,90,64,10,48299.8
1,1,1,0,0,90,128,10,100657.8
1,1,1,0,1,80,16,0,17680.2
4,0,1,0,1,70,16,10,120753.8
1,0,0,1,0,90,4,8,113958.4
2,1,0,0,0,60,4,0,5429.0
1,0,1,0,1,20,1,0,17670.2
1,1,0,0,1,30,1,6,78947.8
4,1,1,0,0,0,64,10,274914.8
2,1,1,1,0,50,512,4,11864.0
2,1,1,0,0,40,2,2,7430.4
4,0,1,0,0,0,1024,4,22055.6
5,1,1,1,0,100,512,8,122450.6
3,0,1,1,0,0,512,4,15878.0
2,0,1,1,0,60,4,0,17628.0
1,0,0,0,1,40,1024,6,89648.8
5,1,0,0,0,0,256,2,9252.6
5,1,0,0,1,90,32,8,121816.6
5,0,1,0,1,70,32,6,47745.0
4,0,0,0,0,80,512,10,113061.0
1,0,1,0,1,50,128,4,11885.0
2,1,0,1,1,70,2,8,117290.8
4,0,1,1,1,0,8,10,421033.0
3,0,0,0,0,60,4096,6,10520.8
5,0,0,1,0,50,4,0,9292.8
3,0,1,0,0,100,8,2,12420.8
5,1,0,0,0,30,32,8,122447.6
4,0,0,0,0,100,512,0,8912.6
2,1,1,1,0,60,4,0,17621.8
1,1,1,1,1,20,128,0,17663.4
1,1,1,1,1,0,4096,8,131781.6
2,1,0,1,1,10,2048,8,105644.8
3,1,1,1,0,10,128,2,12494.8
5,1,1,1,1,20,2048,4,9132.4
2,0,1,0,1,40,2048,8,101474.4
5,1,1,0,1,80,1024,10,299974.8
4,0,1,1,0,10,8,4,43190.2
1,1,1,1,0,30,4,10,114213.8
4,1,0,0,0,50,1,0,10016.8
5,1,1,0,0,60,2,6,47357.0
2,1,1,0,0,90,64,10,101552.8
3,0,0,1,0,10,16,0,12476.4
4,1,1,0,0,90,2,0,9506.6
5,1,1,1,0,80,64,6,47746.0
3,1,1,1,0,80,4,8,37600.8
5,0,1,0,0,100,16,0,9186.0
5,0,1,1,0,10,4096,0,9154.6
3,1,1,1,0,70,2,4,13078.4
3,1,1,0,1,100,128,4,12257.0
2,0,1,1,0,0,1,10,131648.2
5,0,0,0,0,10,4,0,9143.0
4,0,0,1,1,30,1024,6,48965.0
5,1,0,1,1,80,512,2,9136.6
3,1,0,1,0,20,4,2,12803.8
1,1,1,1,1,20,4,2,17667.4
1,1,1,1,1,10,2048,0,17712.2
3,0,0,0,0,70,512,4,12176.4
3,0,0,0,1,90,2048,6,10653.0
1,0,1,1,0,50,4,0,17620.0
5,1,0,0,1,20,512,8,121295.6
4,0,0,1,0,100,2048,6,49554.6
2,1,1,0,1,20,64,2,5038.6
2,0,0,1,0,20,256,10,103747.2
5,1,1,1,0,70,8,0,9179.4
1,1,1,0,0,100,256,0,17760.4
2,1,0,0,1,10,1024,10,99300.8
3,1,0,1,0,0,2,0,15967.4
2,1,0,1,1,20,1,6,116415.0
5,0,0,0,0,60,4096,10,302572.6
2,0,1,1,0,90,32,10,103537.0
4,1,0,1,0,30,256,8,124391.2
1,0,1,0,1,50,4096,6,89603.4
2,0,1,0,0,60,2,8,80030.2
5,1,0,1,0,70,16,4,9172.2
2,0,0,0,1,40,4096,8,101297.6
1,1,1,1,0,90,256,4,11849.6
4,1,1,1,0,50,4096,8,124675.0
5,1,1,1,0,90,32,2,9220.2
5,0,1,1,0,0,1,0,9259.0
2,1,1,1,0,90,2,8,117331.0
3,0,1,1,0,100,512,8,37863.6
1,0,1,1,0,50,1,0,17696.6
5,1,0,0,0,20,16,0,9184.2
2,1,0,0,0,40,2048,0,4919.0
4,1,1,1,1,100,256,2,35709.2
1,0,1,0,1,50,512,2,17735.2
5,0,0,0,0,10,128,8,121843.2
3,0,0,0,0,10,16,0,12377.6
5,1,1,0,0,100,2,8,121131.4
4,1,0,0,1,0,16,10,274940.0
3,1,0,1,1,90,128,10,48367.2
3,0,0,0,0,10,4096,6,11711.2
4,0,0,0,1,40,1,4,20203.6
2,0,1,1,1,70,64,2,17644.6
3,0,1,0,1,10,4096,4,12456.0
4,1,0,0,1,50,64,2,9028.6
5,0,0,0,1,20,64,10,300420.6
5,1,1,0,1,20,256,10,301293.4
1,1,0,1,0,50,32,8,103640.2
2,0,1,1,0,40,4096,10,102914.8
4,1,1,1,0,100,8,0,35943.0
4,0,0,0,0,100,4,4,14731.0
2,0,1,1,1,80,32,4,11882.8
5,1,1,0,0,0,128,8,121444.4
1,0,0,0,1,0,1,2,17899.2
1,1,0,0,0,60,4096,8,101985.8
1,1,1,1,0,60,256,4,11751.4
3,0,1,1,0,70,2,0,13113.4
3,1,0,0,1,0,512,8,44332.6
1,0,0,0,0,0,4096,10,85442.4
3,1,1,1,1,60,32,2,12238.0
5,1,1,0,0,30,1024,8,121389.4
1,1,0,1,0,60,32,6,91711.0
1,1,1,0,1,50,256,10,101349.8
3,1,1,0,0,60,8,0,12466.2
2,0,0,1,0,50,512,6,91140.2
3,0,1,1,0,80,4,0,12930.6
4,0,1,0,0,80,8,6,22534.4
4,0,0,0,0,40,2,10,182371.8
2,1,1,0,1,60,1024,10,101694.8
5,0,0,1,1,20,64,10,301061.4
3,0,0,1,1,50,1,0,14257.8
3,1,0,0,1,30,256,0,12186.6
5,0,1,0,1,0,256,0,9209.4
3,0,1,1,1,30,2048,2,12125.4
1,0,1,0,1,40,1024,6,90106.4
2,1,0,1,0,50,32,6,91851.4
4,1,0,1,0,90,1024,0,35772.0
5,1,0,0,0,30,128,8,121798.6
1,1,1,1,1,30,4096,6,91403.6
5,0,1,1,0,80,128,2,9165.0
1,1,1,1,1,40,4096,6,91016.2
5,1,1,1,1,90,64,10,301180.0
4,0,0,1,1,100,1024,0,36025.0
1,1,0,1,1,10,32,8,105712.2
3,0,0,0,1,60,4096,4,12192.8
1,0,0,1,1,0,2,4,18463.8
5,0,1,1,1,20,2,10,299959.4
3,1,0,1,1,60,2048,8,37936.6
5,1,0,1,0,60,8,10,299629.8
2,0,0,0,1,0,256,0,11439.2
3,1,1,0,1,70,256,2,12197.4
4,0,0,0,0,100,256,0,8984.2
2,1,1,0,1,10,1024,2,5709.0
4,0,1,0,1,30,256,0,8992.6
1,0,1,0,1,80,1,4,15212.8
4,0,0,1,1,70,2,10,417909.0
3,1,1,1,1,0,4096,2,15858.2
5,0,0,1,1,60,2,10,299378.6
5,1,1,0,0,0,1024,6,47601.6
5,1,0,1,0,20,1,8,121165.0
2,0,0,1,1,20,4096,4,12248.0
3,0,1,1,1,50,256,10,48958.8
1,1,0,0,0,90,2048,6,88411.6
2,1,1,1,1,70,32,6,91803.4
1,0,0,0,1,40,128,8,101442.2
2,0,0,0,1,10,32,0,5804.4
3,1,1,0,1,100,2048,10,48386.8
4,0,0,1,1,0,256,8,115834.0
2,0,1,0,0,20,8,10,86115.4
2,1,1,0,1,10,2,8,80232.4
5,1,1,1,1,70,2048,6,47994.8
3,0,0,1,1,20,2,8,39107.8
2,1,1,0,0,80,2,8,80371.2
4,0,1,1,0,70,256,10,416070.6
2,0,1,0,0,20,8,0,5310.4
5,1,1,0,1,0,16,6,47427.8
4,0,0,1,1,60,256,2,35863.0
1,0,1,0,1,60,4,6,72815.2
4,1,1,1,0,90,2048,8,125512.6
4,0,1,1,0,30,2,10,416186.0
5,1,0,1,1,60,128,8,121975.0
3,0,0,0,0,70,128,0,12323.0
4,0,0,1,1,30,64,4,43416.0
3,0,0,0,1,90,1,0,14237.6
1,1,1,0,1,50,256,0,17720.6
1,0,1,0,1,90,16,0,17659.2
5,0,1,0,0,30,1024,0,9131.2
3,0,0,1,1,100,64,4,12187.0
5,1,1,1,0,70,4096,0,9201.8
1,0,0,0,1,0,4,10,84938.8
5,0,1,0,1,30,1,0,9305.4
1,1,0,1,0,90,256,0,17804.6
5,1,0,1,0,30,16,0,9170.2
2,0,0,0,0,10,8,0,5979.8
1,1,1,0,1,70,64,2,17746.2
3,0,1,1,0,0,8,10,48057.6
4,1,1,1,0,20,256,6,48812.4
1,1,0,0,1,50,16,8,96485.6
1,0,1,0,0,60,4096,4,11733.4
3,1,1,1,0,60,128,2,11995.0
1,0,1,0,0,80,2048,10,101669.6
2,0,0,1,1,50,2048,2,17705.2
2,0,1,1,1,60,4096,6,90673.8
5,0,1,1,0,80,1024,4,9125.8
4,1,1,1,0,70,4,8,124024.2
5,1,1,0,0,60,4,6,47434.4
4,0,0,1,1,40,1024,10,415565.6
5,1,1,0,1,30,32,8,121017.8
5,1,1,1,0,10,4096,8,121860.2
1,1,1,1,0,20,128,8,103670.4
4,1,0,0,1,70,2048,10,113708.0
1,1,1,0,0,60,32,8,99760.2
2,1,1,0,0,10,4096,0,5716.2
2,1,0,1,0,0,1024,10,131587.2
1,0,0,0,0,100,4,10,80991.0
2,1,1,0,0,10,1024,0,5705.0
2,1,0,0,0,80,4,2,5503.6
3,1,0,1,0,60,512,4,12078.4
3,1,0,1,0,20,64,4,12046.8
4,0,0,0,1,10,2,0,9685.2
4,0,0,0,1,40,2048,2,8988.4
3,1,1,0,1,90,512,6,10832.6
2,1,0,0,1,70,128,0,4786.0
5,0,0,0,1,10,32,2,9133.6
3,0,1,1,0,20,1,0,14581.2
3,1,0,0,1,40,2048,2,12112.4
3,1,0,0,0,80,2048,0,12125.2
3,1,1,1,0,20,64,6,10913.6
1,1,0,0,0,0,4,10,85340.6
5,1,1,1,1,100,32,8,121413.2
3,0,1,1,0,20,1,10,50046.6
5,0,1,1,1,50,128,10,302282.4
5,1,1,0,0,90,4096,2,9176.8
4,0,0,0,1,70,2,10,180762.2
1,1,1,1,0,80,64,6,90798.0
3,0,0,1,1,90,256,8,37694.6
3,1,0,0,1,60,2,10,48781.0
5,1,1,0,1,40,2048,6,47634.0
3,0,1,1,0,90,512,2,11968.2
5,1,0,1,0,20,4,4,9143.4
2,1,0,0,1,70,4096,8,100570.0
3,1,1,0,1,90,1,0,14316.0
5,0,1,1,0,80,4,6,47744.2
3,0,1,1,1,30,1,4,14314.2
5,0,1,0,0,70,2048,4,9117.6
2,0,0,1,1,100,8,6,98938.6
2,0,0,1,1,10,128,6,93793.4
5,1,1,0,0,80,16,0,9233.2
5,0,1,1,0,100,128,2,9186.6
1,1,0,1,0,40,8,4,12176.2
1,1,0,0,1,100,2,2,17691.0
5,0,0,1,1,0,16,2,9321.4
5,1,0,1,1,80,2048,6,47741.0
1,0,0,0,1,90,128,0,17800.0
4,1,0,0,0,100,8,10,145849.4
4,0,1,0,0,80,1024,0,8922.6
1,1,1,0,0,10,8,2,17726.8
4,1,0,1,0,0,2,2,35573.8
2,0,1,0,0,30,1024,2,4843.4
3,0,0,0,0,30,2,0,13302.6
2,0,0,1,0,20,512,6,91647.4
2,1,1,0,0,0,8,0,11406.2
1,0,0,0,0,0,1,4,18449.2
5,1,0,0,0,50,128,2,9163.0
3,1,1,0,0,60,8,8,37416.4
3,0,1,1,0,80,2048,6,10567.4
3,1,1,1,0,60,64,8,38043.2
1,1,0,0,1,100,2048,6,89309.0
4,0,1,0,0,20,16,10,127177.6
3,1,1,1,1,0,256,0,15986.4
2,0,0,1,0,30,1,6,116524.6
4,1,0,0,0,10,4,4,15039.6
5,0,1,0,1,70,256,8,121369.0
4,1,0,1,0,30,64,4,43481.4
3,0,1,1,1,60,64,6,10550.8
4,1,1,0,1,40,8,8,49054.8
3,1,0,1,0,40,512,4,12028.6
2,0,0,1,1,80,16,8,105469.8
4,1,1,0,1,100,128,8,38660.0
5,0,1,1,0,20,1024,0,9176.6
2,1,1,1,0,40,4,0,17626.0
5,1,0,1,0,70,1,6,47562.6
3,1,0,1,0,60,4096,2,12062.8
3,1,0,1,1,50,32,6,10878.8
3,1,0,1,0,50,64,0,12175.0
1,0,0,1,1,100,2,10,117558.2
4,0,0,0,0,30,32,0,9015.8
5,0,1,1,1,50,64,8,122144.0
1,1,1,0,1,80,512,6,89948.2
4,1,0,0,1,10,2,8,59966.2
1,0,0,0,0,0,8,2,17905.0
3,1,1,0,1,80,128,10,48555.0
1,0,0,0,1,90,4,2,17799.4
1,1,1,1,0,0,256,10,131579.4
1,1,0,1,0,100,64,8,102871.6
4,1,0,0,1,10,16,10,143800.0
2,0,0,1,0,70,2048,8,103008.2
3,1,1,0,0,0,8,0,15996.8
2,1,0,0,1,100,32,0,4694.4
3,1,0,1,0,70,16,6,11149.8
4,0,0,0,1,0,64,8,76071.0
4,1,1,0,0,50,256,8,39742.8
2,1,1,1,1,90,128,4,11903.6
4,0,0,1,1,40,16,4,43476.6
4,1,0,0,1,20,2048,0,9131.4
3,0,0,0,0,80,8,8,37402.2
1,1,1,0,0,50,2,0,17707.8
5,0,0,0,0,20,1024,4,9192.4
3,1,1,0,1,40,256,10,48762.4
4,1,0,1,0,70,4096,4,43494.2
1,1,1,1,1,10,128,4,12393.0
1,0,0,1,1,40,4,8,114120.4
4,0,1,0,0,60,256,6,19531.4
1,0,0,0,1,80,2,4,13334.2
2,0,0,1,1,40,128,8,102953.8
2,0,0,1,1,30,1,8,125142.2
5,1,0,0,1,90,2,6,47419.4
4,0,1,1,1,70,64,8,125002.2
3,1,0,0,1,30,2048,10,48736.2
4,0,0,0,0,20,1,8,81569.2
5,0,1,1,1,20,4096,10,300741.8
2,0,1,0,1,100,8,8,86014.0
2,0,0,1,1,10,2048,6,93754.0
3,1,0,0,0,10,64,0,12445.2
4,1,0,1,0,70,1,2,35757.8
5,0,0,1,0,70,32,0,9157.0
3,0,1,1,0,20,2048,8,38417.0
4,1,0,0,0,80,2048,10,112708.0
2,0,1,1,1,60,4,8,113864.8
4,1,0,1,0,80,32,6,49356.8
3,0,0,1,1,70,8,10,46814.4
5,1,0,1,0,80,1024,6,47812.2
4,0,1,0,1,80,1,8,82085.0
4,1,0,0,1,20,32,0,9120.6
4,1,1,1,0,20,64,6,48747.6
2,1,1,0,0,40,32,4,4530.0
2,1,0,0,1,20,1,2,11228.0
5,0,1,1,0,60,1,4,9148.0
2,1,0,1,0,10,8,6,98993.4
4,0,1,0,1,100,32,4,12873.6
2,0,0,1,0,80,4096,0,17654.4
5,1,0,1,1,50,2,10,300027.6
3,1,1,0,0,70,512,6,10710.4
5,1,1,1,1,80,8,6,47667.0
4,1,1,1,0,30,4,6,48698.8
2,0,0,1,1,50,4,2,17690.0
3,1,1,1,0,80,64,8,38027.4
4,0,0,0,1,10,4096,2,9296.2
4,1,0,1,1,50,2,4,43367.6
3,0,0,1,1,90,1,2,14419.4
1,0,0,0,0,80,128,4,11817.8
2,1,0,0,1,0,32,2,11415.0
3,0,1,1,1,100,16,2,12380.2
3,0,0,0,0,90,4,8,37504.8
4,1,0,1,1,70,2048,0,35702.0
3,0,1,0,0,40,64,0,12048.6
2,0,1,0,0,70,4096,2,4783.8
3,0,0,1,1,20,1024,8,38406.8
2,1,0,1,0,40,2048,4,11958.0
2,1,1,1,0,20,512,4,12044.4
1,0,1,1,1,80,1024,8,102631.8
5,0,0,1,0,0,2048,2,9280.2
5,1,1,1,0,60,8,8,121528.6
2,0,0,1,1,70,512,8,103137.2
5,1,0,1,0,70,16,10,299056.0
2,0,1,1,0,40,256,8,102988.6
2,1,1,1,0,60,128,2,17712.6
2,0,0,1,1,30,4,2,17733.8
5,0,1,1,0,0,128,2,9319.8
1,1,0,1,0,80,4096,8,102659.2
3,0,1,1,1,70,1024,10,48543.6
1,1,1,1,1,40,512,2,17784.6
3,1,0,0,1,0,4096,4,15827.0
5,1,1,1,0,80,1,0,9134.8
1,0,1,0,0,40,4096,6,89361.6
2,1,0,1,0,0,1,6,123570.4
1,1,0,1,0,50,16,10,105593.0
3,0,1,0,1,70,16,8,37617.4
3,1,1,0,1,90,8,0,12434.2
4,1,1,0,0,10,2,8,59971.0
2,1,0,0,1,70,1,0,11175.4
5,0,0,1,0,0,128,0,9208.6
5,1,1,0,0,60,2048,10,300553.2
3,1,0,1,0,80,1,6,18274.8
4,1,1,0,1,0,1,10,274764.6
1,1,0,0,0,70,1,10,83262.8
4,0,1,1,1,100,512,4,43628.8
2,0,1,1,1,10,4,4,12521.0
1,1,0,1,0,70,512,0,17708.8
3,1,0,0,1,90,128,0,12081.0
3,0,0,1,0,0,64,8,44299.6
5,0,0,0,0,40,128,10,301092.8
1,0,1,1,1,60,32,6,91785.8
1,0,1,0,0,10,1,2,17600.0
3,1,0,0,0,20,512,4,12264.6
5,0,1,1,1,30,16,2,9182.2
2,0,0,0,0,40,1024,6,89371.8
3,0,0,1,0,40,256,2,12128.6
2,0,0,0,1,10,32,0,5804.4
4,0,0,1,0,40,32,6,49422.8
4,0,0,0,1,60,128,0,8937.0
3,0,1,1,1,90,4,8,37549.2
5,0,1,1,0,20,4096,4,9129.4
5,1,0,1,0,80,64,2,9152.4
1,0,1,0,0,60,32,8,99869.0
1,1,0,0,1,50,512,8,101303.6
5,1,0,0,1,80,4096,2,9197.0
3,0,1,0,1,0,64,0,15961.6
1,0,1,1,1,0,1,0,17876.8
1,1,1,1,1,40,2,8,117455.2
4,1,0,1,1,40,8,6,49237.2
5,1,1,1,1,60,2048,8,121860.4
1,0,0,0,0,40,4096,4,11858.0
5,0,0,0,0,50,1,10,300003.0
2,1,0,0,0,40,128,2,4888.4
4,0,1,1,0,20,256,2,35831.0
4,1,1,0,1,0,64,4,22104.6
5,0,0,0,0,100,64,2,9146.0
4,1,0,0,1,10,128,10,144399.4
2,1,0,0,0,80,32,10,99722.2
4,1,1,0,0,10,256,2,9253.4
3,0,1,0,1,80,128,10,48733.4
4,0,0,0,1,30,1,8,82151.0
5,0,1,0,1,0,1024,2,9243.2
2,0,0,1,0,70,1,4,15251.2
4,1,1,1,0,90,8,10,415993.4
3,1,1,1,0,100,64,0,12192.4
3,0,0,1,0,30,4096,2,12123.4
5,0,0,1,1,100,256,10,302232.8
2,0,1,1,1,10,512,10,105506.8
1,0,1,0,1,90,8,0,17777.6
5,1,1,0,1,60,256,6,47496.6
4,0,0,1,0,100,32,10,417114.4
3,1,0,1,0,60,4,10,46535.0
1,1,0,0,1,90,1,8,83171.0
4,0,0,0,1,10,32,8,47289.8
3,0,0,1,1,0,128,4,15957.8
4,0,0,1,1,0,4096,6,40927.8
2,0,0,1,0,70,4096,6,91154.2
1,1,0,1,0,10,512,4,12421.0
2,1,1,1,0,60,128,4,11837.0
1,1,1,1,1,100,4,4,12416.4
2,1,1,0,0,70,2,2,7429.4
4,1,0,1,1,100,128,8,124857.4
1,0,0,1,1,70,4096,8,103179.8
1,0,0,1,1,70,1,6,116322.8
3,0,0,1,1,50,512,8,38029.6
5,0,0,0,1,40,2,0,9150.6
3,1,0,0,0,30,16,0,12160.2
4,0,1,0,1,20,8,8,49727.2
1,0,1,0,1,60,32,10,99899.8
4,0,0,1,1,20,1,8,123058.6
3,1,1,1,1,100,2,2,13165.6
3,1,0,1,0,80,128,6,10599.8
4,1,0,0,0,10,2048,0,9267.4
2,0,1,0,0,60,8,0,5147.6
2,0,1,0,1,40,4,10,80849.8
5,1,1,0,1,60,4,0,9192.0
2,0,0,1,0,50,4096,4,11919.6
1,1,0,1,1,60,512,2,17785.0
2,1,0,0,0,20,4096,4,4977.8
4,1,0,1,1,30,4,4,43419.8
3,0,0,0,0,70,8,6,11951.8
3,1,0,0,0,70,16,2,12164.0
4,1,0,1,1,30,1,0,35728.2
5,0,1,0,0,20,256,10,301173.0
1,0,1,0,0,10,128,0,17653.4
1,0,1,0,0,70,512,4,11847.2
2,0,1,0,1,60,32,6,88091.8
4,1,0,0,1,10,128,8,46824.8
5,1,0,0,1,100,16,6,47391.2
3,1,1,0,0,10,256,4,12420.0
5,0,0,0,0,60,8,0,9170.4
2,1,1,0,1,60,128,8,101453.4
4,1,1,0,1,100,64,6,19407.2
5,0,1,1,1,90,64,0,9189.2
2,0,0,0,1,80,512,8,101359.8
1,0,1,1,1,40,1024,4,11878.8
2,1,1,0,1,80,128,2,4690.2
3,1,1,0,0,30,128,2,12042.4
1,0,0,0,1,30,4,6,72667.6
5,1,1,1,1,20,32,10,301044.2
3,1,1,1,0,20,1024,2,12167.4
3,1,0,0,0,60,256,6,10566.8
1,0,1,0,1,50,1,6,78823.4
2,0,0,0,0,0,32,8,85443.4
5,0,1,0,0,50,2,2,9101.0
5,1,1,0,1,50,4,6,47492.4
5,0,1,0,0,100,256,10,301904.2
3,0,1,1,0,40,32,2,12059.0
5,0,1,0,1,60,8,8,121056.6
3,1,0,0,1,80,128,6,10643.8
4,1,0,0,0,50,16,2,9029.6
3,1,1,1,1,0,512,4,15823.8
3,1,1,1,1,20,1024,10,49435.0
