topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
4,1,2,10,1,0,1000,10,512,100,2,29,0.20586564108730004
2,10,4,10,1,0,1000,1000,1024,10000,2,29,0.2006579182521938
2,1,4,10,1,0,1000,1000,512,10000,5,0,0.1950147692091667
2,10,4,10,1,0,1,1000,1024,10000,5,0,0.18902926613074778
4,1,4,1000000,1,0,1000,1000,1024,10000,2,29,0.182807887487004
4,10,4,10,1,0,1,1000,512,10000,5,0,0.17646803539306294
2,1,2,10,10,1,1,10,512,100,5,29,0.17013513081507042
4,10,2,10,1,1,1000,10,1024,100,5,29,0.1639393665323128
2,1,4,10,10,0,1,10,512,100,5,29,0.15801221028944323
2,1,4,10,10,0,1000,1000,512,10000,2,29,0.15248276041509784
2,1,4,1000000,1,1,1,10,512,100,2,0,0.14747406297897064
4,10,2,1000000,1,0,1000,1000,1024,10000,5,29,0.14309950304724597
2,10,2,10,10,0,1000,10,1024,100,5,0,0.13945938261537955
4,1,4,10,10,0,1000,1000,1024,10000,5,29,0.136637794293727
2,1,2,10,1,0,1,10,1024,100,2,29,0.1346998928514319
2,1,2,10,10,0,1,10,1024,100,5,29,0.13368965645275177
2,1,4,1000000,1,1,1,10,512,100,5,0,0.13362821611857928
4,1,4,1000000,1,0,1000,1000,512,10000,2,0,0.13451281598355547
4,1,4,10,1,0,1,10,512,100,5,29,0.13631644875300186
4,1,2,1000000,1,0,1,10,1024,100,2,29,0.13898819092566647
4,1,4,1000000,10,1,1,1000,1024,10000,2,29,0.14245424142862576
2,10,4,10,1,0,1,1000,512,10000,5,29,0.14661964594139595
2,1,2,10,10,0,1,10,512,100,5,29,0.15137066802114607
4,10,4,1000000,1,0,1,1000,1024,10000,2,29,0.15657774783550865
4,1,2,10,10,0,1,10,1024,100,2,29,0.16209897050106248
4,1,2,1000000,1,1,1000,1000,512,10000,5,29,0.16778394931291787
2,1,4,10,1,0,1000,1000,512,10000,2,0,0.17347801507542748
4,10,2,10,1,1,1000,1000,512,10000,2,29,0.17902659177260852
4,10,4,10,10,0,1,1000,1024,10000,2,29,0.18427963132621028
4,10,2,10,1,1,1,1000,1024,10000,2,0,0.18909597645381385
4,1,4,10,1,0,1,10,1024,100,2,29,0.19334752082121176
4,10,4,1000000,10,1,1000,1000,512,10000,5,0,0.196923039826742
2,10,4,10,1,0,1000,10,1024,100,2,0,0.1997315733836901
2,1,2,1000000,1,1,1000,1000,512,10000,2,0,0.2017052537842169
4,1,4,10,1,1,1000,10,1024,100,5,29,0.20280148682369079
2,1,4,10,1,0,1,10,1024,100,2,0,0.2030044124206693
4,1,2,10,1,0,1000,1000,512,10000,5,29,0.20232559147340062
4,1,2,10,10,0,1,10,1024,100,5,0,0.20080388805710786
2,10,2,10,1,0,1,10,1024,100,5,29,0.19850453963352135
4,1,4,10,1,1,1000,10,512,100,2,0,0.19551743201806543
4,10,4,10,10,0,1000,1000,512,10000,5,29,0.1919546197114935
2,1,2,10,1,0,1,10,1024,100,2,0,0.18794715513173887
2,1,4,1000000,1,1,1000,1000,1024,10000,2,0,0.1836413115798077
2,1,2,10,1,0,1,1000,1024,10000,2,0,0.17919430378489634
4,1,4,10,10,1,1,10,1024,100,5,0,0.17476962600577292
4,10,4,10,1,0,1,1000,512,10000,2,0,0.1705321404064742
4,10,4,1000000,1,0,1000,1000,512,10000,5,0,0.1666430573607713
2,1,4,10,10,1,1,10,1024,100,5,29,0.16325495416872715
4,10,2,1000000,1,1,1,1000,1024,10000,2,29,0.1605069792079199
2,1,2,10,10,0,1,1000,512,10000,2,0,0.15852038473665833
4,10,4,10,1,1,1000,1000,512,10000,2,0,0.15739452349165803
2,10,4,1000000,1,0,1000,10,512,100,5,0,0.15720343208147905
2,10,4,10,1,1,1000,1000,512,10000,2,0,0.15799310829598728
2,1,4,10,10,1,1000,10,512,100,5,29,0.15977957027176257
4,1,4,10,1,0,1000,10,512,100,5,0,0.16254776351589365
4,1,2,1000000,1,1,1,1000,1024,10000,5,29,0.16625135772406383
2,1,2,10,10,1,1,10,1024,100,5,0,0.17081344982890767
4,10,4,1000000,1,0,1000,1000,1024,10000,2,0,0.1761281635240674
4,10,2,1000000,1,0,1000,1000,1024,10000,5,29,0.18206310939604828
4,1,4,10,10,1,1000,10,512,100,2,29,0.18846264452993158
4,1,2,1000000,1,1,1000,1000,1024,10000,5,29,0.19515184678551173
4,1,2,10,1,0,1000,1000,1024,10000,5,0,0.20194109757340162
4,10,2,1000000,10,1,1,10,512,100,2,29,0.20863114853740505
4,10,2,10,1,1,1,10,512,100,5,0,0.21501853262722045
4,10,4,1000000,1,1,1,10,1024,100,5,0,0.22090116908050947
2,1,4,10,1,0,1,1000,512,10000,5,0,0.22608400516667893
2,10,4,10,10,1,1,1000,512,10000,2,29,0.23038453539187295
2,10,2,10,10,1,1,1000,512,10000,5,0,0.23363804130865207
4,10,2,10,10,1,1000,10,512,100,2,29,0.23570240206224224
4,10,2,10,1,1,1000,1000,512,10000,5,29,0.23646233715142514
4,1,4,10,1,1,1000,10,512,100,2,29,0.23583295827042772
4,10,2,10,1,1,1000,10,1024,100,5,29,0.23376252609287163
4,1,4,10,1,0,1000,1000,512,10000,5,29,0.2302343299170145
4,1,4,10,1,1,1,1000,512,10000,2,0,0.2252676325788007
2,10,4,10,10,1,1000,1000,1024,10000,2,0,0.21891764924863863
2,10,4,10,10,0,1000,1000,1024,10000,2,0,0.21127455590051192
4,1,4,10,1,1,1,1000,1024,10000,5,29,0.20246155058987855
4,10,2,1000000,1,1,1000,1000,1024,10000,5,29,0.19263201740571612
4,10,2,1000000,10,0,1,1000,512,10000,5,29,0.18196586829553388
4,1,4,10,1,0,1,10,1024,100,5,0,0.17066516116434058
4,1,4,10,1,1,1000,1000,512,10000,5,29,0.15894911304606843
4,10,4,10,10,0,1000,10,512,100,5,0,0.14704864414789928
4,1,4,1000000,1,1,1,1000,512,10000,5,0,0.13520060168337164
4,1,2,1000000,1,0,1,10,512,100,2,29,0.12364182126256602
2,1,2,10,10,0,1000,1000,512,10000,5,29,0.11260318794612653
2,1,4,1000000,1,1,1,1000,512,10000,5,29,0.10230385877623316
2,1,2,10,1,1,1,1000,1024,10000,2,29,0.09294580368994342
2,1,2,1000000,1,1,1000,1000,512,10000,2,0,0.08470881235198771
2,10,2,1000000,1,0,1,10,512,100,2,29,0.07774610089916878
4,1,4,10,1,0,1,1000,512,10000,5,0,0.07218063527288149
2,10,2,10,10,0,1,10,1024,100,2,0,0.0681022672453842
4,10,2,1000000,10,1,1,1000,512,10000,5,29,0.06556575602871181
4,1,2,1000000,1,1,1,10,512,100,5,0,0.06458972317747866
4,1,4,1000000,10,0,1,1000,512,10000,2,0,0.06515656209821856
4,1,2,1000000,10,1,1,1000,1024,10000,2,29,0.0672132966310816
2,10,2,1000000,1,0,1,1000,512,10000,5,29,0.07067335665707826
4,1,4,1000000,10,0,1,10,1024,100,5,0,0.0754192132744423
4,1,2,10,1,1,1,10,512,100,2,29,0.08130579251343203
2,1,2,10,1,0,1000,1000,512,10000,2,29,0.08816456549426717
4,1,4,10,10,1,1000,1000,512,10000,2,0,0.09580819497424901
2,1,4,1000000,1,1,1,1000,1024,10000,5,29,0.10403560387845799
4,1,4,10,1,1,1,10,1024,100,5,0,0.112637321055013
4,1,4,10,1,0,1000,1000,512,10000,5,29,0.1214009534110934
2,10,2,1000000,1,1,1000,10,512,100,2,29,0.13011663191187944
2,10,2,10,10,0,1,1000,512,10000,5,29,0.1385822816716168
4,10,4,10,10,1,1,1000,1024,10000,5,29,0.14660857341323494
4,1,4,1000000,10,1,1,1000,512,10000,2,0,0.15402342467261823
2,10,2,10,1,1,1,10,512,100,2,0,0.16067593390944765
4,10,4,1000000,1,0,1,10,1024,100,2,0,0.16643964868546057
4,1,2,10,10,0,1,10,1024,100,5,29,0.1712150897181617
2,10,4,10,1,1,1,1000,512,10000,5,29,0.17493147527447273
2,1,2,10,10,0,1000,10,512,100,2,0,0.17754761434119534
4,10,4,10,10,1,1000,10,512,100,5,29,0.17905196157109518
2,1,2,10,10,0,1000,10,512,100,5,0,0.17946185141769175
4,10,4,1000000,1,0,1000,1000,512,10000,2,0,0.1788219524127697
2,1,2,10,1,1,1000,1000,512,10000,5,0,0.17720200451593401
4,10,2,10,1,1,1000,1000,1024,10000,5,29,0.17469392223706848
4,10,2,10,10,1,1000,1000,1024,10000,5,0,0.17140836323519534
4,10,2,1000000,10,0,1,10,1024,100,5,29,0.167470875855465
4,1,4,1000000,10,1,1,1000,512,10000,5,0,0.16301774920760462
4,1,2,10,1,0,1,10,1024,100,5,29,0.15819169565565008
2,1,4,10,10,1,1000,1000,512,10000,2,29,0.1531374978423343
2,1,4,10,1,1,1000,10,1024,100,2,0,0.1479977505980339
2,1,4,10,1,0,1,1000,1024,10000,2,29,0.1429088223926782
4,10,2,10,1,1,1,10,1024,100,2,0,0.1379971516071344
2,10,2,1000000,1,0,1,10,512,100,5,29,0.13337598016644286
2,10,4,10,1,0,1,1000,1024,10000,2,29,0.129142611428165
2,10,4,1000000,1,1,1000,10,512,100,2,0,0.12537626117701622
2,1,2,10,1,0,1,1000,512,10000,2,29,0.12213655073170439
2,10,2,1000000,1,0,1000,10,512,100,5,29,0.11946267016026617
4,1,4,1000000,10,1,1,1000,1024,10000,2,29,0.11737321809371576
4,1,4,1000000,1,0,1,1000,1024,10000,5,29,0.11586670329977865
4,1,2,10,10,1,1,1000,1024,10000,5,29,0.11492267269091941
2,10,4,1000000,1,1,1,10,1024,100,2,0,0.11450341142208974
4,1,4,10,10,0,1,1000,1024,10000,5,29,0.11455614375895709
4,1,4,10,1,0,1,1000,1024,10000,2,29,0.11501564897173755
4,1,4,10,1,1,1000,10,512,100,5,0,0.11580719505252014
2,1,2,10,10,1,1,10,1024,100,5,29,0.11684968488663257
4,1,4,10,10,0,1,1000,512,10000,5,29,0.11805890484562354
2,1,4,10,10,1,1,1000,1024,10000,5,0,0.11935076471248168
4,10,4,10,1,0,1000,10,512,100,2,0,0.12064442038546808
4,1,2,10,10,0,1000,1000,1024,10000,5,29,0.12186517680856516
4,10,2,1000000,1,0,1000,1000,1024,10000,5,29,0.12294707780867536
2,10,4,10,1,1,1,10,1024,100,5,29,0.1238351016468082
4,1,4,10,1,1,1,10,1024,100,5,29,0.1244868956883558
2,10,4,10,1,0,1,1000,1024,10000,2,0,0.12487400016742164
4,10,4,10,10,1,1000,1000,512,10000,5,0,0.12498252900517551
4,10,4,10,10,1,1,10,512,100,2,29,0.12481329444551666
4,10,2,10,1,0,1000,1000,1024,10000,2,29,0.12438138127538421
2,1,4,10,10,1,1,10,512,100,2,0,0.12371519498337451
2,1,2,1000000,1,1,1,1000,512,10000,5,29,0.12285502577918939
4,1,4,10,1,0,1,1000,512,10000,2,29,0.12185118638582494
4,1,2,1000000,1,1,1,1000,1024,10000,2,0,0.12076179541965541
2,1,2,1000000,1,0,1000,1000,512,10000,2,29,0.11965028955510958
2,1,4,1000000,1,0,1000,10,512,100,2,29,0.11858275617944708
4,1,2,10,1,1,1,1000,1024,10000,5,0,0.11762518362335235
2,1,2,10,1,0,1,1000,512,10000,5,0,0.11684072815153541
4,10,2,10,1,0,1,1000,512,10000,2,0,0.11628709566808683
2,10,4,10,1,0,1000,10,1024,100,2,29,0.11601413159560824
4,1,2,1000000,1,0,1000,10,1024,100,2,0,0.11606170479193258
2,10,4,10,1,1,1,1000,1024,10000,5,29,0.11645796093960656
2,10,4,10,10,0,1000,1000,1024,10000,5,29,0.11721800793744619
2,10,2,10,1,1,1,1000,512,10000,5,0,0.11834308087489244
4,1,2,10,10,1,1,1000,1024,10000,5,29,0.11982021767702943
4,1,4,10,1,1,1,10,512,100,5,0,0.12162245901710622
2,1,4,1000000,1,0,1000,1000,1024,10000,5,29,0.12370956818027184
2,10,2,10,10,0,1,10,512,100,5,0,0.12602924881439834
4,10,2,1000000,1,0,1,1000,512,10000,5,0,0.12851882150119953
4,10,4,10,10,0,1,10,1024,100,5,29,0.13110730437715507
2,10,4,10,10,0,1,10,1024,100,2,29,0.13371782913912628
4,10,4,10,10,0,1,1000,512,10000,5,29,0.13627031213422544
2,1,2,10,1,1,1000,1000,1024,10000,5,29,0.1386842912336573
4,1,2,10,10,0,1000,1000,512,10000,2,29,0.14088183311622604
2,10,4,10,1,0,1,10,512,100,5,29,0.14279041263452183
4,1,4,10,1,1,1,1000,1024,10000,2,0,0.14434566620021852
4,10,4,10,10,0,1,1000,1024,10000,5,29,0.14549392459571703
4,10,2,1000000,1,0,1000,10,512,100,5,29,0.14619443718595684
4,1,2,10,10,0,1,1000,1024,10000,2,0,0.14642120895597235
2,1,4,10,1,0,1,10,512,100,2,29,0.1461643838340454
4,10,2,1000000,10,1,1,10,512,100,5,0,0.14543112199232486
4,1,4,10,1,1,1000,10,512,100,2,0,0.14424593479210296
4,10,4,1000000,1,1,1000,10,1024,100,2,0,0.1426504582500919
4,1,2,10,1,1,1,10,1024,100,5,0,0.14070266379686197
2,10,4,10,10,1,1000,1000,1024,10000,2,0,0.13847552310973402
4,1,2,1000000,1,0,1,10,1024,100,5,29,0.13605516135742204
2,1,4,10,1,1,1,10,1024,100,5,29,0.13353854973524268
4,10,4,1000000,1,0,1,1000,512,10000,2,29,0.13103080317307175
4,1,4,1000000,10,0,1,10,1024,100,2,0,0.12864216208796012
2,1,2,10,10,1,1,1000,512,10000,2,29,0.12648474761806414
4,10,2,1000000,10,0,1,10,512,100,5,29,0.12466918757986029
4,1,2,1000000,1,1,1000,1000,1024,10000,5,0,0.12330121518934961
2,10,4,10,10,1,1,1000,512,10000,2,29,0.12247834422779338
4,1,2,10,1,0,1000,10,1024,100,2,0,0.12228672276050064
2,10,4,10,1,0,1,1000,512,10000,2,29,0.12279826278110811
2,1,2,10,10,1,1000,1000,1024,10000,5,0,0.12406813540038734
4,1,2,10,1,0,1000,10,512,100,5,0,0.12613271066865706
2,10,2,10,1,1,1000,10,1024,100,5,0,0.12900800814130514
4,10,4,1000000,1,0,1000,10,512,100,2,0,0.13268870927031784
4,1,4,1000000,1,0,1,1000,512,10000,5,29,0.13714776609639173
4,1,2,1000000,10,1,1,1000,1024,10000,5,0,0.1423366230394529
2,10,4,10,1,0,1,10,512,100,5,29,0.14818605038521585
4,10,2,10,10,0,1000,1000,1024,10000,5,0,0.15460756990131275
4,10,2,10,10,1,1,1000,1024,10000,2,29,0.16149543544503997
4,1,2,1000000,1,1,1,1000,512,10000,5,0,0.1687291149820485
4,1,4,10,10,1,1000,10,512,100,2,29,0.17617620562048417
4,1,2,1000000,1,0,1000,1000,512,10000,5,29,0.18369570052486445
4,10,2,10,1,1,1,1000,1024,10000,2,0,0.19114151628899753
4,10,2,1000000,1,1,1000,10,1024,100,5,29,0.19836618182049606
4,10,4,1000000,10,1,1,1000,512,10000,5,0,0.20522458523731055
4,1,2,10,1,1,1000,1000,512,10000,2,0,0.21157767382268136
2,10,2,10,10,1,1000,10,512,100,5,0,0.2172960037563097
4,10,4,1000000,1,1,1000,10,1024,100,5,0,0.22226304106725694
4,10,4,10,1,1,1000,10,1024,100,5,0,0.2263781228753235
2,1,4,10,1,0,1000,1000,512,10000,2,0,0.22955899825171472
2,1,2,10,1,0,1000,1000,512,10000,5,0,0.23174388060641346
2,10,2,10,10,1,1,10,512,100,2,0,0.23289295799995122
2,1,4,10,10,0,1000,1000,1024,10000,5,29,0.2329893237265996
2,1,2,1000000,1,0,1,10,512,100,2,0,0.2320393064287026
2,10,4,10,1,0,1,1000,1024,10000,5,0,0.23007219635698162
4,1,4,10,10,0,1,1000,512,10000,2,0,0.22713938165938696
2,1,4,10,1,1,1000,1000,1024,10000,2,0,0.22331292523949425
4,1,4,10,10,1,1,1000,512,10000,2,29,0.21868362827667073
2,1,4,10,1,1,1000,10,1024,100,5,29,0.21335864048579994
4,1,4,10,10,0,1,10,512,100,2,0,0.20745868920920044
2,10,2,10,1,0,1000,10,512,100,5,0,0.20111500913803282
4,1,4,1000000,1,1,1,1000,1024,10000,2,29,0.19446606159104596
4,1,4,1000000,1,0,1000,1000,1024,10000,5,29,0.18765413665414957
4,1,4,10,1,1,1,1000,1024,10000,5,29,0.1808219330120653
2,10,2,10,1,0,1000,10,1024,100,5,29,0.17410920898012172
4,1,2,1000000,1,1,1000,1000,1024,10000,2,29,0.16764959415596933
4,10,2,1000000,1,0,1,1000,1024,10000,2,0,0.16156764442868712
2,10,2,10,1,0,1,1000,512,10000,2,29,0.15597621405630885
2,10,2,10,10,1,1,10,1024,100,2,0,0.15097420747205478
4,1,2,1000000,1,0,1000,1000,1024,10000,2,0,0.14664476078327401
2,10,4,10,1,0,1,10,512,100,5,0,0.14305388901020327
2,1,4,10,10,1,1,10,1024,100,2,29,0.14024962043105343
2,10,2,10,10,0,1000,10,512,100,2,0,0.13826162442956985
4,1,2,1000000,1,1,1,10,512,100,5,29,0.13710132445658268
4,10,4,1000000,10,0,1,1000,1024,10000,5,29,0.13676247357996363
4,1,4,10,1,0,1,1000,512,10000,5,0,0.13722215704123508
4,1,2,10,10,0,1000,1000,1024,10000,5,0,0.13844217465320935
4,1,4,10,1,0,1,1000,512,10000,2,29,0.1403707460987305
4,10,2,10,10,1,1,1000,512,10000,2,29,0.142944474498764
2,1,4,10,1,0,1000,1000,1024,10000,5,29,0.1460904982093044
