fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
0,0,1,1,0,2,0,1,46729.2
0,0,1,1,1,2,0,0,46651.4
0,1,1,1,0,2,0,0,46517.2
0,0,1,1,0,2,0,2,46625.0
0,0,1,1,1,0,0,1,46681.8
0,1,1,1,1,2,0,0,46692.8
0,0,1,1,0,0,2,0,46700.8
0,1,1,1,0,0,2,0,46517.6
0,1,1,1,0,0,2,1,46801.8
0,1,1,1,1,0,0,1,46856.0
0,0,1,1,0,2,2,0,46622.6
0,0,1,1,0,0,2,1,46819.6
0,1,1,1,1,2,1,0,46778.4
0,0,1,1,0,2,2,1,47774.0
0,1,1,1,0,0,2,2,46414.2
0,0,1,1,1,2,2,0,46605.0
0,1,1,1,1,2,2,0,46982.0
0,0,1,1,1,2,0,2,46800.0
0,1,1,1,0,2,0,2,46688.0
0,0,1,1,1,0,0,2,46572.8
0,1,0,1,1,1,1,0,47454.8
0,1,1,1,1,0,2,2,46849.4
0,1,1,1,0,2,1,0,46539.6
0,0,1,1,0,2,1,0,46479.8
0,0,1,1,0,2,1,2,46502.6
0,0,1,1,0,2,1,1,46903.4
0,1,1,1,0,2,1,2,47064.8
0,0,1,1,1,1,0,1,46692.6
0,0,1,1,1,2,0,1,47568.6
0,1,1,1,0,2,2,0,46431.0
0,1,1,1,1,2,0,2,46885.8
0,1,1,1,1,1,0,2,47014.0
0,1,1,1,1,2,1,2,46925.4
0,1,1,1,1,0,1,1,46751.8
0,1,1,1,0,2,1,1,46824.8
0,1,1,0,0,2,1,0,46092.0
0,1,1,0,0,2,1,2,46382.8
0,0,1,0,1,1,2,2,46408.8
0,1,1,1,1,1,2,1,46752.2
0,0,1,1,0,0,1,0,46557.4
0,0,1,1,1,2,2,2,46299.2
0,1,1,1,1,2,2,2,46325.4
0,1,1,1,0,2,2,2,46451.4
0,0,0,1,1,1,1,1,46358.4
0,0,0,1,0,0,2,0,46298.4
0,0,0,1,1,2,2,0,47443.6
0,0,0,1,0,0,2,1,46258.0
0,0,0,1,0,0,2,2,46264.2
0,0,0,1,0,1,2,1,46368.8
0,0,0,1,0,1,2,2,46365.0
0,0,0,1,1,0,2,2,46546.8
0,0,0,1,1,2,2,2,46507.4
0,0,0,1,0,1,2,0,46457.2
0,0,0,1,0,2,2,0,46346.4
0,0,0,1,0,2,2,1,46419.0
0,0,0,1,1,1,2,2,46343.6
0,0,0,1,0,2,2,2,46898.4
0,1,0,1,0,0,2,0,46886.0
0,1,0,1,0,0,2,1,47346.8
0,1,0,1,1,0,2,0,46402.4
0,1,0,1,1,1,2,0,46423.2
0,1,0,1,1,0,2,1,46378.6
0,1,0,1,0,0,2,2,46404.0
0,1,0,1,1,1,2,1,46648.6
0,1,0,1,1,0,2,2,46490.6
0,1,0,1,0,2,2,2,46756.0
0,1,0,1,1,2,2,0,46634.4
0,1,0,1,0,2,2,1,47549.4
0,1,0,1,0,1,2,2,46190.0
0,1,0,1,1,1,2,2,46394.0
0,1,0,1,1,2,2,1,46390.0
0,1,0,1,0,2,2,0,46333.0
0,1,0,1,1,2,2,2,47368.0
0,1,0,1,0,1,2,1,47239.8
0,0,0,1,1,0,2,0,46427.2
0,0,0,1,1,1,2,0,46408.2
0,0,0,1,1,1,2,1,46258.4
0,0,0,1,1,0,2,1,46600.2
0,0,0,1,1,2,2,1,46368.4
0,0,1,1,1,2,1,1,46796.2
0,1,1,1,1,2,1,1,46674.6
0,1,1,1,1,2,0,1,46812.2
0,0,1,1,1,2,2,1,46821.8
0,1,1,1,1,2,2,1,46796.2
0,1,1,1,0,2,2,1,46477.8
1,1,0,0,0,0,2,1,132129.6
1,1,1,0,0,0,2,1,134439.4
1,1,0,1,0,0,2,0,133072.4
1,1,1,1,0,1,2,1,126388.4
1,1,0,0,0,1,2,1,133666.2
1,0,1,1,0,1,2,1,138660.8
1,1,1,1,0,1,1,1,129666.0
1,1,1,1,0,2,2,1,127038.8
1,1,1,1,0,1,2,2,127500.8
1,1,1,1,0,2,2,2,134654.6
1,1,1,0,0,1,2,1,132014.6
1,1,0,1,0,1,2,1,134356.6
1,1,1,1,0,1,0,2,127278.2
1,1,1,1,0,2,0,0,129518.8
1,1,1,1,0,2,0,1,129660.2
1,1,1,1,1,2,2,1,130423.0
1,1,1,1,0,2,2,0,131548.2
1,1,1,1,0,0,0,1,125822.2
1,1,1,1,0,0,0,2,130507.0
1,1,1,1,0,1,0,1,128922.6
1,1,1,1,0,0,2,2,128959.6
1,1,1,1,0,0,1,1,126794.8
1,1,1,1,0,1,1,2,129330.0
1,1,1,0,1,1,0,0,130635.2
1,1,1,0,1,0,0,2,131156.6
1,1,1,0,1,1,2,0,128130.2
1,1,1,0,1,2,2,0,129297.0
1,1,1,0,1,1,2,1,135219.0
1,1,1,0,1,0,2,0,133542.0
1,1,1,0,1,1,0,2,134358.4
1,1,1,0,0,1,2,0,134640.4
1,1,1,0,1,2,2,2,128597.0
1,1,1,0,0,2,0,2,131836.0
1,1,1,0,1,2,0,2,132488.4
1,1,1,0,1,0,2,2,128550.0
1,1,0,0,0,0,0,2,130337.2
1,1,0,0,0,0,2,2,132759.0
1,1,0,0,0,2,0,2,133927.6
1,1,0,1,0,0,0,2,131709.2
1,1,0,1,0,0,2,2,131301.0
1,1,0,1,0,2,0,2,129499.4
1,1,0,1,1,2,2,2,126458.8
1,1,0,0,1,0,0,2,136458.4
