new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
4,1,2,1,0,1,0,0,1,0,23.096
4,1,2,0,0,1,0,0,0,0,24.438
4,1,2,0,1,0,1,0,0,0,24.13
3,2,2,0,1,1,0,0,1,0,40.216
4,1,1,1,0,0,0,1,0,0,23.824
3,1,2,0,1,0,1,1,1,1,33.76
3,2,2,0,1,1,1,1,0,0,53.456
4,1,2,0,0,1,1,1,1,1,25.312
3,1,2,1,1,0,1,1,1,1,31.12
3,1,2,0,0,1,1,1,0,1,34.214
4,1,1,0,1,0,1,1,0,0,25.182
4,1,1,0,1,1,1,0,1,0,23.242
4,1,1,0,1,0,1,0,0,0,23.72
4,1,1,0,1,0,1,0,0,1,23.296
3,2,1,0,1,1,0,0,1,1,39.722
3,2,1,1,0,1,0,0,1,0,37.954
3,2,2,0,1,0,1,0,1,1,43.454
4,1,1,1,0,0,0,1,0,1,23.62
3,1,1,1,0,1,0,1,1,0,31.424
4,1,2,1,1,1,1,0,1,0,23.092
3,1,1,1,0,1,0,0,1,0,29.604
4,1,2,0,0,0,0,0,0,0,24.314
3,1,2,1,1,1,1,0,0,0,29.674
4,1,1,0,1,0,0,1,1,0,24.644
3,2,2,0,0,0,0,0,1,0,40.512
3,1,1,1,1,1,0,0,0,1,28.562
4,2,2,0,0,0,0,1,0,0,36.196
3,2,1,0,0,1,0,1,1,0,42.816
4,2,2,0,0,1,0,1,0,1,36.556
3,1,1,0,1,0,0,1,0,1,33.566
3,2,1,0,1,0,1,1,0,0,53.272
3,1,1,0,1,1,0,0,1,1,30.536
3,2,1,0,0,0,0,0,0,1,45.586
3,2,2,1,0,0,0,1,1,1,40.592
3,1,2,0,1,0,1,0,0,0,31.684
4,2,2,1,0,0,1,0,0,0,34.746
4,1,1,1,0,0,1,0,0,0,23.034
4,1,1,1,0,0,0,1,1,0,23.52
3,1,1,1,0,0,1,1,0,1,32.376
4,1,2,0,1,0,0,1,0,0,24.988
4,2,2,0,0,1,0,0,0,1,34.122
4,2,2,1,0,1,0,0,0,1,32.476
3,1,1,1,0,0,0,1,0,1,31.79
3,1,2,1,0,0,0,0,1,0,30.318
3,2,2,0,1,0,0,1,1,0,42.884
3,2,1,1,0,1,0,0,1,1,37.706
3,1,2,0,1,0,0,0,1,1,31.186
3,1,1,0,1,0,1,0,0,1,30.764
4,1,2,1,1,0,0,1,1,0,23.12
3,1,2,0,0,1,0,0,0,1,31.814
4,2,1,1,1,0,0,1,1,0,29.742
4,2,2,0,1,1,1,0,0,0,35.906
3,1,2,1,0,0,0,0,0,0,30.1
4,2,2,1,1,1,0,0,0,0,32.114
4,2,1,0,0,1,1,1,0,1,38.462
4,2,1,0,1,0,1,1,1,1,33.652
4,2,2,1,0,1,1,1,0,0,36.488
3,2,1,0,0,1,1,0,0,0,50.22
4,2,2,0,0,0,1,0,1,0,32.44
4,1,1,0,0,1,0,1,1,0,24.99
3,2,2,1,0,0,0,0,1,1,38.398
4,2,1,0,1,1,0,1,0,1,36.328
4,2,2,1,0,0,0,0,0,1,32.492
3,2,1,0,1,1,0,1,1,0,42.696
3,2,2,0,0,0,1,1,0,1,53.99
4,1,1,0,1,0,1,1,1,1,25.272
4,1,2,0,0,0,0,0,1,1,24.324
3,2,1,1,0,1,1,0,1,0,41.704
3,1,1,0,0,0,0,0,0,1,31.37
4,2,2,1,1,1,0,1,0,0,33.97
4,1,1,1,0,0,1,1,0,1,24.004
3,1,2,0,0,1,1,1,0,0,34.114
4,2,2,0,1,0,0,1,0,1,36.338
3,2,1,0,1,1,1,0,0,0,49.374
3,2,1,0,1,0,0,1,0,1,49.974
4,2,1,1,1,0,0,1,0,0,33.762
3,2,1,0,0,0,1,0,0,1,50.148
4,1,1,0,0,0,0,0,0,0,23.434
4,1,2,1,0,1,1,1,0,0,23.858
4,1,1,0,1,1,1,0,0,0,23.232
3,1,1,1,1,0,0,1,0,0,30.764
3,2,1,1,1,0,1,0,0,0,46.338
4,1,2,1,1,0,1,1,1,1,23.366
3,1,1,0,1,0,1,1,0,1,33.664
4,2,1,0,0,1,0,1,1,0,31.952
3,2,2,1,0,1,0,0,1,0,38.666
3,1,1,0,0,1,0,1,1,1,33.928
4,1,2,0,0,0,1,0,1,1,24.466
4,2,2,1,1,0,0,1,1,1,29.914
4,1,1,0,0,0,1,0,1,1,23.792
3,1,1,0,0,1,1,0,0,1,31.824
4,2,2,0,0,0,1,1,1,1,33.784
3,1,1,0,0,0,0,1,1,0,33.816
3,1,2,1,1,0,1,0,0,1,29.414
4,1,2,1,1,1,0,0,1,0,22.854
4,2,2,1,1,0,0,1,0,1,33.836
4,2,1,0,1,0,0,0,0,0,33.264
4,1,2,1,1,0,1,0,0,1,22.486
3,1,2,1,1,1,0,1,0,1,31.134
3,2,2,0,0,0,0,1,1,1,42.698
3,1,1,1,1,0,1,0,1,0,29.006
3,1,1,0,0,1,0,0,0,0,31.414
4,1,1,0,0,1,0,1,1,1,25.442
3,2,1,1,0,0,1,1,1,1,44.01
4,1,2,1,1,1,1,1,1,1,23.47
4,1,1,0,1,1,1,0,0,1,23.206
3,1,2,1,0,0,1,0,1,1,30.366
4,1,2,0,0,1,1,0,0,0,24.628
3,2,2,1,1,0,0,0,0,0,43.164
3,1,1,1,1,1,1,1,0,1,31.16
3,2,2,0,0,1,0,1,1,1,43.036
4,2,1,1,0,0,1,0,0,0,34.074
4,2,2,0,0,1,1,0,1,0,32.436
4,1,1,1,1,1,1,0,0,1,21.714
4,2,2,1,0,1,1,0,1,1,31.276
4,2,1,0,0,0,0,0,0,1,33.488
4,1,1,0,0,0,1,0,0,1,23.632
3,1,1,0,1,0,0,0,0,0,31.298
3,2,1,0,1,0,1,0,0,0,49.242
3,2,1,0,0,1,0,1,1,1,42.582
4,2,2,1,1,0,1,1,0,1,36.126
4,1,2,1,0,0,0,1,1,0,23.582
3,1,2,0,1,1,0,1,0,1,33.5
3,1,2,0,1,0,0,0,0,0,31.314
3,1,2,1,1,1,0,1,0,0,31.128
4,2,2,1,1,1,1,1,1,1,31.816
4,1,1,0,0,1,1,1,1,0,25.096
4,2,1,0,1,0,1,1,0,1,38.012
4,1,2,1,0,1,0,1,1,0,23.71
4,2,2,1,0,0,0,0,1,1,29.34
3,1,2,1,0,0,1,0,0,1,30.434
3,1,1,0,0,1,1,1,1,1,34.3
3,2,1,1,0,0,1,0,1,1,41.444
3,1,1,1,1,1,0,1,1,0,30.814
3,2,1,1,0,1,0,1,0,1,47.188
4,2,2,0,1,0,1,0,0,0,35.852
3,2,2,1,1,0,1,1,0,1,50.172
3,2,2,0,1,1,0,1,1,0,42.572
3,2,1,1,0,0,0,1,0,0,47.14
3,2,1,0,1,0,0,1,1,1,42.664
3,2,1,1,0,0,0,0,1,0,38.086
3,1,2,1,0,1,1,1,0,1,32.136
3,1,1,0,0,0,1,0,0,1,31.612
4,2,1,0,1,0,0,0,0,1,33.262
3,2,2,0,0,0,0,1,1,0,42.634
3,2,2,0,0,0,0,1,0,1,50.06
3,1,1,0,1,0,0,0,1,0,30.528
3,2,1,1,1,1,1,1,0,0,50.19
3,2,2,1,0,0,0,1,1,0,40.642
4,1,1,0,1,1,0,0,1,0,23.248
4,1,2,1,1,1,0,1,0,0,23.01
4,2,1,0,1,1,1,1,1,1,33.41
3,2,1,1,1,1,0,1,1,1,40.032
4,1,2,0,0,0,0,0,0,1,24.066
4,1,1,0,0,1,0,0,0,1,23.358
4,1,1,1,1,1,0,1,1,0,23.212
4,1,1,1,0,0,1,0,1,1,22.622
3,1,2,0,0,0,1,1,0,0,34.17
3,2,2,1,0,0,1,0,1,1,42.066
4,2,1,0,0,0,1,1,1,0,33.536
3,1,2,0,0,1,0,1,0,1,33.852
4,2,1,1,0,1,1,0,0,1,34.118
3,2,2,0,1,0,0,0,0,1,46.06
4,1,2,0,0,1,1,0,0,1,24.368
4,1,2,0,0,0,1,1,0,0,25.346
3,1,1,1,0,0,1,0,0,1,29.762
4,2,2,0,1,0,1,1,1,1,33.622
4,2,1,0,0,1,1,1,0,0,38.636
4,1,1,0,0,0,0,0,1,1,23.488
3,2,2,0,0,0,1,0,0,0,50.762
3,1,1,0,0,1,0,0,0,1,31.208
4,1,1,1,0,0,0,0,0,0,22.312
4,2,1,1,1,1,1,1,1,0,31.514
4,1,2,1,1,0,0,0,1,1,22.29
3,2,2,0,1,0,1,1,0,1,53.404
3,1,1,0,0,0,1,1,1,0,34.124
3,1,1,0,1,0,1,1,1,1,33.696
4,1,2,0,1,0,0,1,0,1,24.784
4,2,2,0,1,1,0,1,1,1,31.662
4,1,1,1,1,0,0,1,1,1,23.586
4,2,2,1,1,0,0,0,1,0,28.9
3,2,2,0,1,1,1,1,1,1,45.87
3,1,2,1,1,0,0,1,1,0,30.792
4,2,2,1,0,0,0,0,0,0,32.322
3,2,1,0,1,0,0,0,0,1,44.76
4,1,2,0,0,0,0,1,0,0,25.16
4,2,1,1,0,0,1,1,1,0,31.762
4,1,2,1,0,1,0,1,0,0,23.362
3,2,2,1,1,1,0,1,1,0,40.376
4,1,2,0,0,0,1,0,0,0,24.51
3,2,2,0,1,0,0,1,0,1,50.438
3,1,2,1,0,1,1,0,1,0,30.64
3,1,2,0,1,1,1,1,1,1,33.706
4,1,2,0,1,0,1,1,0,1,25.094
4,1,2,0,1,0,1,0,1,0,24.244
3,1,2,1,0,0,1,0,1,0,30.398
3,1,2,0,0,1,0,1,1,1,33.872
3,1,2,0,1,1,0,0,0,1,31.178
4,1,2,1,1,0,0,0,1,0,22.394
4,2,2,0,1,1,0,1,1,0,31.462
3,2,1,1,0,0,1,0,0,1,47.036
4,1,1,0,0,0,0,1,0,1,25.124
4,2,2,1,1,1,0,1,1,0,29.826
3,1,2,0,0,0,1,0,1,0,32.19
4,2,1,1,1,1,0,1,1,1,30.114
4,2,2,0,0,0,0,1,1,0,31.57
4,1,1,0,0,0,0,0,1,0,23.526
4,2,1,0,0,1,0,1,0,0,36.428
4,2,1,1,1,1,1,0,1,1,30.204
4,1,1,1,0,1,1,0,0,0,22.746
4,2,1,0,0,1,0,1,1,1,31.966
3,2,1,1,1,1,0,1,0,1,46.412
3,2,2,1,0,0,0,0,1,0,38.588
3,1,1,0,0,1,0,1,1,0,33.808
4,1,2,1,0,0,1,1,0,1,23.688
3,2,2,1,1,0,0,0,0,1,42.744
4,1,2,1,1,0,1,0,0,0,22.842
4,2,2,0,0,1,1,0,1,1,32.98
4,1,2,0,1,1,1,0,0,0,24.202
3,1,1,0,1,1,0,1,1,0,33.332
4,2,1,0,0,0,0,1,1,0,31.816
4,1,1,1,0,1,0,0,0,0,22.142
4,2,1,0,1,1,1,1,0,1,38.124
3,2,2,1,0,1,0,0,0,0,43.802
4,1,1,0,0,0,0,0,0,1,23.38
4,1,1,0,1,0,0,0,1,0,23.434
3,1,1,0,1,1,1,0,1,1,31.018
4,1,2,0,1,1,1,0,1,1,24.016
3,1,2,0,0,1,1,0,1,1,32.306
3,1,2,1,0,1,0,1,0,0,31.382
3,2,2,0,0,1,0,1,0,0,50.242
3,2,2,1,1,1,1,1,0,1,50.042
4,2,1,0,1,1,1,0,0,0,35.282
3,2,2,1,0,1,0,1,1,0,40.622
3,2,1,1,1,0,0,0,1,1,37.616
3,1,2,0,0,1,0,1,1,0,33.714
3,2,2,0,1,1,0,1,1,1,42.544
3,2,2,0,1,0,0,1,0,0,49.952
4,2,1,1,0,1,1,0,1,0,30.506
4,1,1,0,0,1,0,1,0,1,25.246
3,2,2,1,1,1,0,0,0,0,43.184
3,2,1,1,0,0,0,1,0,1,46.942
4,1,2,0,1,1,1,1,0,0,24.902
3,2,1,1,1,1,1,1,0,1,50.178
3,2,1,0,0,1,0,0,1,1,39.732
4,2,1,1,1,1,1,1,0,1,36.032
3,2,2,1,0,1,1,1,0,0,51.16
4,1,1,0,1,0,0,1,0,1,24.832
4,2,1,0,1,1,0,0,1,1,29.912
4,1,2,1,1,1,0,1,1,0,23.456
3,1,1,0,0,0,0,1,1,1,33.914
4,1,1,0,1,0,1,1,0,1,25.11
4,2,2,1,0,0,1,1,0,0,36.08
4,2,1,1,1,1,0,0,1,0,28.338
4,1,1,1,0,1,0,1,0,1,23.666
4,2,1,0,1,1,1,0,0,1,35.43
4,2,2,0,0,0,0,0,1,1,30.354
3,2,2,0,0,0,1,1,1,0,46.288
4,1,1,0,1,0,0,0,1,1,23.266
4,1,2,0,1,0,1,0,1,1,24.478
3,2,2,1,1,1,0,0,1,1,38.006
3,2,1,1,0,1,1,1,0,0,51.016
4,2,1,1,1,0,0,0,0,0,31.33
4,2,1,1,1,0,1,0,1,0,30.186
3,2,2,0,0,1,1,0,0,0,50.756
4,2,1,1,0,0,0,1,1,0,30.34
4,2,1,1,1,0,0,1,0,1,33.932
4,2,2,1,0,0,0,0,1,0,29.544
3,2,2,1,1,1,1,0,0,0,47.138
3,2,1,1,1,0,0,1,0,1,46.404
4,1,2,0,0,1,0,0,0,1,24.056
3,2,1,1,1,1,0,0,1,1,37.18
3,1,2,0,0,0,1,1,1,0,34.172
3,1,1,1,1,0,0,0,0,0,28.612
3,1,1,1,0,0,0,1,0,0,31.736
4,1,2,1,1,1,0,0,0,0,22.626
3,2,1,0,0,1,1,1,1,0,46.144
4,1,2,0,1,0,0,0,1,1,23.884
3,1,2,1,1,1,0,1,1,1,31.026
4,1,1,1,1,1,1,1,1,0,23.102
4,1,2,1,0,0,0,0,0,0,22.874
4,2,2,0,0,0,1,0,0,0,36.318
4,1,1,1,1,1,1,0,0,0,21.942
4,1,2,0,0,0,1,1,0,1,25.256
4,1,2,0,0,1,1,0,1,0,24.594
4,2,2,0,1,0,1,1,0,0,37.866
4,2,1,1,0,1,0,1,1,0,30.604
3,2,2,0,1,0,1,1,1,1,45.824
3,1,2,0,0,0,1,0,0,0,32.35
3,2,1,0,1,0,1,0,1,0,43.04
4,2,2,1,1,1,0,1,1,1,30.12
4,1,1,0,0,1,0,0,0,0,23.432
4,1,1,1,0,0,1,1,1,0,23.93
4,2,1,1,1,1,1,1,0,0,35.556
3,1,1,1,0,1,0,0,0,1,29.23
4,2,2,1,1,1,0,0,1,0,28.834
3,1,2,0,0,0,0,1,0,0,33.74
3,2,1,0,1,0,0,0,1,1,39.338
3,2,1,0,0,0,0,1,1,1,42.904
3,2,2,1,1,0,0,1,1,1,40.3
4,1,1,0,0,1,1,0,0,1,24.206
4,1,2,0,0,0,1,0,1,0,24.514
4,1,1,0,0,1,0,0,1,1,23.39
3,2,2,0,1,1,0,1,0,0,49.462
3,2,2,1,0,0,0,1,0,0,47.016
3,1,1,1,1,0,1,1,1,1,31.336
3,1,1,1,1,1,0,1,1,1,31.218
4,1,2,0,0,1,1,1,0,1,25.278
3,1,1,0,0,1,1,0,1,0,31.608
4,1,1,0,1,1,1,1,1,1,25.064
3,1,1,1,1,0,0,0,0,1,28.7
4,1,2,1,0,1,1,1,1,0,24.108
4,1,1,1,1,0,0,0,0,1,21.694
4,2,2,1,0,1,1,1,0,1,36.598
4,1,2,0,0,0,1,0,0,1,24.672
3,2,2,1,1,0,0,1,0,1,46.254
4,2,2,0,0,1,0,0,0,0,34.498
4,2,2,0,0,0,0,0,0,0,34.18
3,2,2,1,1,1,1,0,1,0,41.478
3,2,1,0,0,0,1,0,0,0,50.02
4,1,2,1,0,0,0,1,0,1,23.72
4,2,2,1,1,0,1,1,1,0,31.47
3,2,2,0,1,1,1,1,0,1,53.392
4,1,1,1,1,0,1,0,0,0,22.018
4,2,1,1,1,1,0,0,1,1,28.068
4,1,2,1,1,1,0,0,0,1,22.476
3,2,1,0,0,1,0,0,1,0,39.622
3,2,1,1,0,0,1,0,1,0,41.666
3,2,1,1,0,0,0,0,0,1,43.0
4,1,1,0,0,1,0,1,0,0,24.87
3,2,1,1,1,1,0,0,1,0,37.578
4,2,1,1,1,0,1,1,0,1,35.806
4,2,2,0,1,0,0,0,1,1,30.228
4,2,1,1,1,1,1,0,0,0,33.59
4,1,1,0,0,1,1,0,0,0,24.072
3,1,1,0,0,1,1,1,0,1,34.136
3,2,1,1,1,1,1,0,0,1,46.406
3,1,1,1,0,0,1,0,0,0,29.912
3,1,1,1,1,1,1,1,1,1,31.444
3,2,2,1,1,1,1,1,1,1,43.57
4,1,1,0,0,1,1,1,0,0,25.196
3,1,2,0,0,1,1,0,1,0,32.322
3,1,1,1,0,1,1,1,0,0,32.182
3,1,1,1,0,0,1,1,0,0,32.08
4,2,1,0,0,1,1,0,0,1,35.944
4,2,2,1,0,1,1,0,0,1,34.536
3,1,1,0,1,0,1,0,1,1,31.006
3,2,2,1,1,1,1,1,0,0,50.458
3,1,1,0,1,0,1,1,1,0,33.428
3,1,2,0,1,0,1,1,1,0,33.454
3,1,2,0,1,1,0,0,1,0,31.37
3,2,2,1,1,0,1,1,1,0,43.556
4,1,2,1,0,1,1,0,0,0,23.194
4,2,1,1,0,1,0,0,1,0,28.458
3,1,1,1,1,1,0,0,1,0,28.674
3,2,2,1,1,0,1,0,0,0,46.994
